Points,Weights
"[0.47419757 0.49575695 0.40988195 0.63132423 0.1562735  0.39795923
 0.7715141  0.94104195 0.62275404 0.4016309  0.50941825 0.26800558
 0.79999423 0.55357414 0.71400356 0.9571244  0.25570488 0.5100538
 0.5342433  0.45289153 0.35956523]",0.023255814
"[0.1007186  0.04975188 0.06255354 0.01155038 0.01733362 0.0931417
 0.09083845 0.03694465 0.74082166 0.79386157 0.8649239  0.69868016
 0.7521669  0.7157165  0.21180765 0.90083927 0.46521103 0.9340266
 0.5612575  0.9095158  0.7640411 ]",0.023255814
"[0.4039524  0.3650219  0.72696817 0.47120458 0.54666334 0.79411143
 0.17299072 0.43430007 0.04482044 0.991098   0.13868088 0.4523098
 0.40036    0.78287184 0.5005852  0.3576698  0.8676353  0.9587088
 0.10236978 0.03316483 0.46044105]",0.023255814
"[0.70370376 0.6760551  0.9658527  0.7983995  0.21352065 0.12813453
 0.9407231  0.95480955 0.3028533  0.21853597 0.6280377  0.06449714
 0.41372457 0.01376616 0.6453729  0.23942463 0.19066882 0.14351706
 0.28926376 0.75442576 0.45113868]",0.023255814
"[0.9091877  0.33489913 0.4645278  0.99462944 0.01251356 0.28001422
 0.26092884 0.9581519  0.8014098  0.40502632 0.2881308  0.53255
 0.3742219  0.6485494  0.2359443  0.10941433 0.492894   0.76594657
 0.8959002  0.6043293  0.08110414]",0.023255814
"[0.78632295 0.8004118  0.83271164 0.35075915 0.3845541  0.75829685
 0.7830141  0.8094073  0.20110917 0.804344   0.30494082 0.31746882
 0.30890033 0.3661669  0.8974559  0.87205344 0.6911547  0.09913369
 0.28122604 0.8677732  0.24166456]",0.023255814
"[0.14921165 0.67910427 0.06916998 0.48923337 0.3912351  0.49157378
 0.4837438  0.381747   0.19634311 0.20432518 0.6167535  0.91672176
 0.07403412 0.0512476  0.21844201 0.9463698  0.9529971  0.02196308
 0.53871775 0.5438707  0.85196096]",0.023255814
"[0.36136365 0.7591121  0.3255387  0.02848147 0.52152014 0.23343997
 0.5756146  0.3512157  0.03515444 0.7709595  0.880709   0.8368151
 0.59336305 0.0510156  0.06849293 0.35562488 0.4433131  0.04975747
 0.6930562  0.15684149 0.41211018]",0.023255814
"[0.04348013 0.71923465 0.65241265 0.91342235 0.5533267  0.08081972
 0.984876   0.08446392 0.7653213  0.17969543 0.7466499  0.49388257
 0.6954463  0.3914845  0.98438525 0.962353   0.44345173 0.33126017
 0.50668275 0.84001356 0.91402113]",0.023255814
"[0.9320314  0.8392442  0.70903206 0.1418745  0.06683537 0.909134
 0.09161583 0.4349149  0.9557936  0.08589266 0.14420871 0.00673486
 0.86641145 0.6013677  0.84666073 0.3363897  0.30306476 0.91916955
 0.14201817 0.19322127 0.7038604 ]",0.023255814
"[0.9384742  0.25934103 0.03107237 0.5150505  0.4577452  0.6450214
 0.8377077  0.5217272  0.15378426 0.49870124 0.6917574  0.43333238
 0.16730401 0.47176784 0.4063375  0.1972775  0.7592431  0.69102514
 0.8887009  0.9353112  0.40062356]",0.023255814
"[0.15441325 0.75839853 0.8584569  0.8740765  0.8188732  0.82163113
 0.7029465  0.49506676 0.777872   0.01632102 0.714247   0.5134171
 0.6944112  0.37399206 0.65339285 0.5725811  0.01420367 0.22909988
 0.6354639  0.17595816 0.18403977]",0.023255814
"[0.80709517 0.85902184 0.13875486 0.79461783 0.08272947 0.9776804
 0.5553305  0.53747946 0.65183926 0.13675828 0.90057755 0.0762458
 0.02898472 0.589038   0.65072024 0.81007504 0.07814904 0.41483977
 0.8113996  0.78438175 0.03281752]",0.023255814
"[0.5015118  0.600384   0.21031407 0.8820486  0.50369364 0.3231339
 0.8232454  0.68590325 0.9382543  0.6632699  0.07601657 0.68504506
 0.81979895 0.5925163  0.18180431 0.4867609  0.98985183 0.4867522
 0.20840494 0.04404058 0.4292445 ]",0.023255814
"[0.72853243 0.5233474  0.77619785 0.7324953  0.79027635 0.975092
 0.6426673  0.16084693 0.5582185  0.39796737 0.7711863  0.57007897
 0.75587445 0.7246803  0.04184171 0.23666024 0.81902754 0.22691032
 0.57591474 0.8718559  0.7342458 ]",0.023255814
"[0.18348733 0.82124704 0.62454265 0.67917657 0.98006415 0.790692
 0.03594027 0.59690106 0.01850824 0.86791223 0.0562004  0.98975116
 0.14954399 0.6792613  0.75081855 0.633646   0.972293   0.6015491
 0.01898284 0.04710878 0.9986091 ]",0.023255814
"[0.638083   0.40152887 0.46940547 0.69554543 0.3211146  0.65288436
 0.29283965 0.7403612  0.44856924 0.91641486 0.98413926 0.5182495
 0.68796223 0.07207181 0.4170853  0.10340612 0.10053381 0.7655957
 0.04462377 0.32105795 0.26205114]",0.023255814
"[0.33631587 0.36987042 0.4727355  0.94860363 0.9471131  0.1331518
 0.05918009 0.744488   0.15823656 0.7191742  0.5505128  0.13827434
 0.635674   0.16966501 0.5764424  0.85761917 0.91548747 0.7147628
 0.22204138 0.90194696 0.9059411 ]",0.023255814
"[0.74529266 0.23027529 0.29826704 0.12177471 0.19585785 0.45900077
 0.80671895 0.71831983 0.7448666  0.445825   0.9439034  0.26395643
 0.2612159  0.09957775 0.9280124  0.51409715 0.7265321  0.22646146
 0.85525024 0.24880768 0.8054826 ]",0.023255814
"[0.8102307  0.22248834 0.54527086 0.95745295 0.7437196  0.7380329
 0.3746548  0.28431052 0.6193865  0.38224107 0.67823076 0.82281005
 0.7867786  0.3435644  0.16241701 0.43530262 0.6342003  0.9481268
 0.09374332 0.9574636  0.23784016]",0.023255814
"[0.6183971  0.9932591  0.39551377 0.34861702 0.22725807 0.34171852
 0.2238436  0.08990499 0.587043   0.04660665 0.41722444 0.15910833
 0.4981824  0.22057912 0.5992932  0.0319774  0.23229137 0.8713663
 0.5761416  0.6362009  0.79291433]",0.023255814
"[0.37832147 0.9321684  0.7044422  0.23833802 0.30219668 0.31475478
 0.97617763 0.30304438 0.5805106  0.35424116 0.29409945 0.11809555
 0.30453953 0.3635824  0.26135504 0.1390093  0.058867   0.55630237
 0.59905285 0.10984657 0.97900945]",0.023255814
