Points,Weights
"[0.14685825 0.08129753 0.23424742 0.42940313 0.126788   0.5958371
 0.8501716  0.2802386  0.24459772 0.32211083 0.4375716  0.83519
 0.14003755 0.10543826 0.18855874 0.8886693  0.16021194 0.5998579
 0.7828136  0.18911324 0.82850534 0.47913444 0.5533978  0.9242235
 0.61521065 0.7293578  0.4937606  0.8871892  0.04033612 0.21351874
 0.96577317]",0.015873017
"[0.55779356 0.98710424 0.6682381  0.07028311 0.23430821 0.55750453
 0.01000629 0.9244392  0.14026135 0.34020358 0.8262068  0.15265091
 0.12135892 0.26407364 0.10356578 0.4862917  0.60468984 0.70037025
 0.60164857 0.25118253 0.54760987 0.8148906  0.3787339  0.9558678
 0.5003708  0.13164905 0.2473442  0.17335726 0.5982348  0.04348476
 0.811714  ]",0.015873017
"[0.33461842 0.8689108  0.05783669 0.629881   0.8594712  0.43029025
 0.26878273 0.10444989 0.5743337  0.25794882 0.46298262 0.39104572
 0.5390217  0.8675087  0.85141224 0.28231952 0.7221154  0.83138293
 0.9062969  0.37307414 0.03638411 0.71835226 0.20166677 0.59261304
 0.6251264  0.5850442  0.10292438 0.8622862  0.79739743 0.899903
 0.38332266]",0.015873017
"[0.9548792  0.3799713  0.9372064  0.7986336  0.4629354  0.66172254
 0.5754969  0.4575357  0.27937707 0.4508836  0.16505894 0.0631639
 0.35219386 0.9530903  0.95418733 0.06783703 0.34879074 0.78937906
 0.9096803  0.19498804 0.6445215  0.64987516 0.21418668 0.95023733
 0.6363031  0.05729216 0.22800697 0.91720897 0.6291525  0.7485753
 0.9707028 ]",0.015873017
"[0.9419418  0.9626419  0.15913545 0.13741457 0.09410536 0.43358344
 0.7067459  0.55849826 0.27431944 0.26849028 0.93399596 0.10908072
 0.73750633 0.8653177  0.99139005 0.93306655 0.08174862 0.81996775
 0.05787207 0.6970999  0.9526215  0.16992125 0.3076831  0.63879496
 0.8853804  0.42680812 0.54406196 0.9529913  0.41023    0.52767426
 0.9727188 ]",0.015873017
"[0.96447873 0.1282216  0.77008796 0.11761159 0.902685   0.9858127
 0.7415992  0.15882084 0.79512125 0.8931852  0.13922426 0.24929069
 0.70810914 0.30931875 0.7431669  0.05399288 0.93550605 0.4131572
 0.11323418 0.38207364 0.83351827 0.9109944  0.50021815 0.54947084
 0.31975245 0.4575985  0.24518462 0.9351286  0.82910126 0.9930227
 0.88951975]",0.015873017
"[0.6136352  0.02465782 0.5622446  0.42352608 0.02141252 0.14345461
 0.26323658 0.64149725 0.06822557 0.60046345 0.5854527  0.18260132
 0.15709227 0.9182841  0.26141343 0.1437995  0.03940149 0.06622063
 0.42681894 0.07984372 0.10427971 0.8988881  0.6648522  0.8546504
 0.18019353 0.18153585 0.74397    0.13041231 0.21618922 0.41713354
 0.44269976]",0.015873017
"[0.32045022 0.6044081  0.76387465 0.05371722 0.7397551  0.39084753
 0.2585326  0.28921404 0.2044904  0.96750855 0.181922   0.71996
 0.41805887 0.48539838 0.32558987 0.19504103 0.5969842  0.5987637
 0.9959486  0.69943696 0.05268248 0.14187302 0.49835372 0.41984478
 0.94163615 0.33596927 0.93565184 0.25521553 0.62869817 0.13846353
 0.05533899]",0.015873017
"[0.41981214 0.07651493 0.02953968 0.1580737  0.41195756 0.7106632
 0.96985334 0.4749364  0.64909333 0.72559035 0.8756835  0.84762526
 0.27632046 0.476266   0.2922628  0.58057225 0.21930207 0.1200668
 0.5412563  0.08129286 0.67137307 0.4187149  0.6928453  0.8810943
 0.53825617 0.42094415 0.67281026 0.06123947 0.10554035 0.2896143
 0.0596018 ]",0.015873017
"[0.77806044 0.9375995  0.12643561 0.46957594 0.43441737 0.9117948
 0.4266668  0.64088345 0.48369846 0.39445168 0.9959194  0.08965383
 0.6767887  0.63064367 0.13352409 0.5066403  0.566658   0.37841782
 0.2935163  0.8183818  0.7314022  0.82695585 0.65737236 0.32096544
 0.04464001 0.24949598 0.18849261 0.77263415 0.80876356 0.60508764
 0.4172843 ]",0.015873017
"[0.2657345  0.93454266 0.24431153 0.6932717  0.9014081  0.80389297
 0.8373259  0.5681842  0.8894742  0.06542193 0.19567053 0.6321605
 0.96379757 0.5009709  0.12664592 0.15024753 0.17580824 0.1096848
 0.8807415  0.22615124 0.9854175  0.23107255 0.99798137 0.15126464
 0.67488563 0.8010826  0.6791789  0.5997703  0.7635724  0.03407398
 0.6486445 ]",0.015873017
"[0.2731616  0.44984224 0.6934129  0.331068   0.9054257  0.35552356
 0.46941176 0.9512168  0.9294952  0.09647102 0.28610095 0.4452534
 0.7712722  0.40713033 0.96750915 0.84675926 0.69703394 0.5590096
 0.5217148  0.566019   0.5178026  0.21164738 0.92639226 0.43288723
 0.99815035 0.793117   0.6305724  0.02760786 0.39536032 0.26218724
 0.7241819 ]",0.015873017
"[0.60645163 0.9418721  0.9788548  0.92374897 0.44184464 0.8907187
 0.3391969  0.6417995  0.82229793 0.46256465 0.79263705 0.09228939
 0.01973786 0.18878956 0.50131786 0.03901462 0.61195785 0.9305372
 0.49098143 0.12142587 0.05897389 0.7427416  0.88717866 0.4101145
 0.60832965 0.32456374 0.5373403  0.95024586 0.569901   0.7973483
 0.70342624]",0.015873017
"[0.01507974 0.8546649  0.9284691  0.23158881 0.46974412 0.4377307
 0.49156743 0.5071498  0.86693645 0.770195   0.02037075 0.04112457
 0.97337    0.6758298  0.24703108 0.5777125  0.3013156  0.7423355
 0.06886418 0.53557277 0.2946532  0.75109494 0.14551383 0.5635447
 0.7340391  0.29932302 0.34445354 0.22414239 0.777732   0.47094426
 0.43146625]",0.015873017
"[0.18745102 0.47046724 0.11121005 0.7288217  0.8480405  0.55618536
 0.19956127 0.6673173  0.36832178 0.5057316  0.7810043  0.62196755
 0.04683809 0.28379983 0.8892871  0.5411913  0.94119287 0.2763494
 0.02956675 0.5625201  0.0694702  0.8564875  0.47536632 0.16287847
 0.46405515 0.75747824 0.05619178 0.7903462  0.6283913  0.6714884
 0.7575616 ]",0.015873017
"[0.4918116  0.249477   0.18659611 0.38266683 0.6045022  0.16886818
 0.11544359 0.658114   0.5194296  0.053075   0.45357552 0.0056583
 0.9302253  0.8289229  0.0519587  0.29918274 0.10582194 0.5458452
 0.1636683  0.88469136 0.88537943 0.34002653 0.2734286  0.29701522
 0.49328575 0.97208494 0.26295152 0.61838996 0.6570681  0.8622322
 0.0895703 ]",0.015873017
"[0.21412073 0.08090252 0.4041577  0.87317836 0.01966466 0.9805981
 0.520359   0.06479584 0.7202238  0.57384205 0.48566446 0.8698122
 0.8808981  0.20041001 0.17572968 0.57108957 0.44660345 0.71782243
 0.22688024 0.85203004 0.7900726  0.05778577 0.12703483 0.91035026
 0.01838853 0.45291024 0.955107   0.459879   0.9221957  0.11531771
 0.16936268]",0.015873017
"[0.44736323 0.8639941  0.9510085  0.31658626 0.62186533 0.41238448
 0.80348706 0.19689357 0.96888953 0.29693133 0.9316802  0.3546135
 0.13062856 0.58374053 0.5915884  0.6265317  0.9515513  0.26495415
 0.56586677 0.45514765 0.02275648 0.17659822 0.63298005 0.20358387
 0.68334186 0.17062162 0.17768636 0.43211478 0.3928607  0.39082903
 0.40186423]",0.015873017
"[0.64865327 0.22562179 0.37163395 0.7511506  0.5252668  0.67444617
 0.02008474 0.07577478 0.18034746 0.79111654 0.16485414 0.19797292
 0.21183825 0.24271964 0.4343786  0.45762148 0.33491778 0.10739417
 0.99793327 0.96986836 0.28700536 0.2983742  0.27165887 0.63723534
 0.6926588  0.53310317 0.09281078 0.7649199  0.07441595 0.05193217
 0.6282142 ]",0.015873017
"[0.53057265 0.4333451  0.4783747  0.9469555  0.13608651 0.24737488
 0.8707883  0.01661102 0.76535887 0.46948776 0.5328717  0.32894358
 0.7636082  0.21128011 0.49641144 0.33741218 0.32255322 0.8170149
 0.7473201  0.4872731  0.5071149  0.08673808 0.500874   0.11175813
 0.25217465 0.883593   0.40909302 0.8181823  0.06672491 0.3842134
 0.7890622 ]",0.015873017
"[0.3862066  0.07079468 0.71245563 0.05984023 0.48206976 0.637534
 0.5498893  0.40737924 0.03965915 0.10914017 0.69992584 0.4807799
 0.4387955  0.3316022  0.5060904  0.18704447 0.95571667 0.20333534
 0.26591173 0.05970408 0.53487414 0.75737965 0.03788003 0.6660225
 0.02112664 0.14956547 0.01388467 0.16691369 0.16574667 0.40526685
 0.14060329]",0.015873017
"[0.9423009  0.70601946 0.47522506 0.9855298  0.17753346 0.82205224
 0.4561775  0.15973252 0.8327834  0.46477824 0.34276846 0.7161353
 0.6729584  0.09603048 0.56387603 0.42131874 0.10500612 0.98916954
 0.09629896 0.8935539  0.19771904 0.24867819 0.7662287  0.7685084
 0.21591169 0.9727979  0.11198723 0.8457782  0.33214027 0.86843985
 0.4335758 ]",0.015873017
"[0.06572364 0.44256344 0.94666237 0.44280675 0.09095826 0.21033177
 0.6349647  0.39355776 0.25163004 0.44021416 0.12204355 0.57570237
 0.2744106  0.41737077 0.8484944  0.94798493 0.6960287  0.42732516
 0.04374425 0.49254477 0.22080913 0.8457977  0.18688406 0.8936957
 0.88559294 0.32325214 0.46835354 0.43432766 0.73065394 0.87163967
 0.24925733]",0.015873017
"[0.23908524 0.07566089 0.17627664 0.44800946 0.31347042 0.83016574
 0.7999946  0.5327946  0.48339534 0.92876124 0.5160862  0.54158163
 0.6480646  0.01062277 0.14073871 0.9418071  0.8381648  0.9304561
 0.2523967  0.53057724 0.2087092  0.35694578 0.58767223 0.09749965
 0.24121884 0.7943678  0.90872973 0.5071271  0.08214822 0.3541943
 0.52666783]",0.015873017
"[0.64171684 0.22169572 0.67684126 0.3738407  0.82895595 0.81756705
 0.8773714  0.01295715 0.93480235 0.5442526  0.85728365 0.7102388
 0.5034759  0.60962623 0.6470154  0.66440713 0.17878398 0.8191132
 0.6496492  0.6417128  0.8779425  0.77716655 0.50093985 0.51221824
 0.780205   0.62543184 0.93159604 0.24486375 0.87901276 0.434148
 0.81522506]",0.015873017
"[0.1252597  0.33451998 0.5960985  0.8148265  0.24916731 0.2430673
 0.7446806  0.9828503  0.72058547 0.5881762  0.08970779 0.09309866
 0.0396141  0.9075336  0.4693156  0.8155433  0.71747655 0.6365138
 0.46469268 0.12351874 0.55423725 0.63468176 0.7318094  0.15858872
 0.33019614 0.11454631 0.92417854 0.49980706 0.8653396  0.3341188
 0.16543217]",0.015873017
"[0.80967784 0.71884096 0.03064734 0.7897199  0.35409856 0.60928273
 0.98479337 0.26036593 0.9713112  0.94196445 0.40614015 0.17529392
 0.21494816 0.57161975 0.9389735  0.85889035 0.00580583 0.19368468
 0.4508173  0.30905947 0.7323824  0.65059024 0.01966226 0.7561403
 0.22576833 0.47525543 0.4306879  0.69577575 0.9461921  0.24650985
 0.3278745 ]",0.015873017
"[0.58442676 0.4741551  0.49960455 0.7566933  0.60392874 0.9006702
 0.60212284 0.69584846 0.33803904 0.17803687 0.16321734 0.8078769
 0.2491721  0.7694745  0.5051405  0.07546051 0.77317333 0.46212503
 0.90048057 0.77788866 0.99142766 0.2983742  0.9557376  0.31342214
 0.09836648 0.7300016  0.6517987  0.74314016 0.885143   0.99437153
 0.9986525 ]",0.015873017
"[0.39239392 0.39771605 0.7789946  0.08292636 0.01974211 0.23609161
 0.58076626 0.86263174 0.5043396  0.5157628  0.946107   0.6647899
 0.04703173 0.90820163 0.86344874 0.31564757 0.3109612  0.74887615
 0.6211465  0.8419451  0.8531641  0.5743124  0.14506702 0.2529278
 0.83883566 0.01331986 0.28901634 0.25396228 0.49771014 0.25148553
 0.48300302]",0.015873017
"[0.7227348  0.26410303 0.91682684 0.4914106  0.09258948 0.2687475
 0.6179878  0.5842132  0.9375995  0.7041234  0.7464067  0.7030482
 0.4969321  0.5502996  0.6881171  0.39280438 0.34072578 0.5201579
 0.6214721  0.80877924 0.03052799 0.6357178  0.38319743 0.55001414
 0.39668533 0.8744903  0.71178925 0.6837793  0.31953987 0.41764638
 0.01367573]",0.015873017
"[0.12832841 0.02738747 0.18428464 0.63171035 0.15302113 0.27673528
 0.07698138 0.26579437 0.64592236 0.540721   0.49980697 0.8702566
 0.25668234 0.20733951 0.81484467 0.76140904 0.62416667 0.90028965
 0.70027834 0.0715823  0.9017162  0.02433943 0.199466   0.5954904
 0.0564906  0.08974759 0.09371163 0.6983528  0.8375982  0.78955597
 0.22062509]",0.015873017
"[0.8025816  0.26385677 0.8593812  0.66646796 0.26437348 0.05205639
 0.6323138  0.3681356  0.71978736 0.8265716  0.0244354  0.9972042
 0.6869557  0.15648317 0.4898234  0.48851603 0.7027215  0.9429567
 0.10145259 0.03965742 0.34875306 0.99801105 0.41807234 0.18932481
 0.6519416  0.51552844 0.7400688  0.9321909  0.4081472  0.74923015
 0.61338025]",0.015873017
"[0.04087337 0.42450672 0.02790834 0.94400394 0.18277626 0.22260904
 0.66851896 0.8984678  0.16986924 0.15917481 0.2102966  0.4633569
 0.01079452 0.652434   0.06892895 0.90242743 0.22422668 0.68846244
 0.767726   0.33232352 0.20246942 0.04892609 0.77760285 0.33128577
 0.1739201  0.11808373 0.45314017 0.02490808 0.4630274  0.7498456
 0.02309714]",0.015873017
"[0.5353398  0.7999428  0.57532597 0.13819593 0.40498036 0.8768104
 0.36544248 0.17630684 0.33579457 0.02841881 0.70284945 0.8121046
 0.50640625 0.6940814  0.11678265 0.05531546 0.5434253  0.40654337
 0.73011434 0.00557588 0.21539198 0.5961187  0.7309205  0.59587866
 0.27926853 0.60555506 0.9683382  0.36143318 0.01854194 0.67609584
 0.836338  ]",0.015873017
"[0.04913889 0.67800754 0.70293134 0.13177046 0.7879456  0.38523516
 0.14809303 0.81138104 0.6025788  0.18910854 0.25839102 0.33995092
 0.40136746 0.81612504 0.33542448 0.9514005  0.09877437 0.1331766
 0.6937955  0.5136799  0.8202463  0.3868112  0.73000634 0.15418386
 0.2282062  0.4598594  0.61094415 0.24195576 0.5298146  0.0375331
 0.45566538]",0.015873017
"[0.38369498 0.67716336 0.80815643 0.4773783  0.46804643 0.04199535
 0.14251502 0.64807934 0.5449283  0.12343083 0.9281442  0.9199084
 0.5259627  0.9971621  0.20448022 0.30624095 0.8970641  0.42412737
 0.9323709  0.955668   0.08464143 0.9741675  0.01751051 0.04158026
 0.9277232  0.35725495 0.24518462 0.35745975 0.9287612  0.30438814
 0.8610414 ]",0.015873017
"[0.702378   0.48381415 0.3430644  0.3827778  0.81866837 0.05360769
 0.6695692  0.77006894 0.9419377  0.8696043  0.83318746 0.93367034
 0.20766735 0.67702264 0.6941744  0.77784854 0.3379949  0.56576216
 0.6398804  0.6053569  0.4076695  0.02872213 0.37632683 0.03525065
 0.4360029  0.95936465 0.5308452  0.9714996  0.74117005 0.68021095
 0.3862198 ]",0.015873017
