Points,Weights
"[0.13519579 0.0459938  0.08848739 0.4306145  0.10404447 0.37768114
 0.75009596 0.31510404 0.31381437 0.3854203  0.47806284 0.9520093
 0.30757517 0.09142909 0.23925124 0.8219818  0.32315397 0.598232
 0.86905795 0.22504123 0.7572805  0.43626145]",0.022222223
"[0.5229688  0.7912528  0.6838341  0.83116955 0.53083366 0.909132
 0.02097908 0.21642683 0.94806147 0.6290284  0.9825815  0.7499107
 0.0253254  0.21136804 0.40214214 0.00889706 0.8691306  0.25342602
 0.5694058  0.82160914 0.14970881 0.06221519]",0.022222223
"[0.27975482 0.06641175 0.47176224 0.67323035 0.6946158  0.6200923
 0.19419761 0.575389   0.7638139  0.29275784 0.9388823  0.68223184
 0.1256079  0.22544374 0.24329863 0.4934587  0.08661177 0.83301115
 0.35787618 0.8634739  0.0134494  0.62176865]",0.022222223
"[0.7996306  0.26889968 0.18565883 0.18746065 0.66444606 0.28328142
 0.3863587  0.3751874  0.5191308  0.9055645  0.852954   0.33889666
 0.80229515 0.81101084 0.9525384  0.29529914 0.05905368 0.7684924
 0.21801272 0.6853834  0.57291925 0.6495476 ]",0.022222223
"[0.06109348 0.73126215 0.7913697  0.86281866 0.35191604 0.95918864
 0.29537502 0.8675696  0.78106105 0.33011514 0.5844341  0.63300866
 0.6107212  0.33987635 0.50521004 0.14364682 0.17889817 0.4180641
 0.9761963  0.94774395 0.1007753  0.33637682]",0.022222223
"[0.708585   0.85315776 0.17140697 0.7004008  0.69059193 0.19393052
 0.8893898  0.6997401  0.06458487 0.15404554 0.9107531  0.7507436
 0.7711471  0.96235824 0.9668764  0.9462123  0.1790233  0.14428063
 0.06657008 0.35274187 0.53100646 0.5887327 ]",0.022222223
"[0.33577934 0.30837208 0.93474287 0.12983553 0.80372643 0.915824
 0.9771274  0.95663404 0.19124144 0.81817347 0.12041379 0.80134624
 0.97344714 0.15388824 0.31045678 0.5458207  0.881      0.5036692
 0.7409652  0.9510639  0.36876798 0.4475483 ]",0.022222223
"[0.94800276 0.9617256  0.03869609 0.7392831  0.05216466 0.9005102
 0.93667966 0.6901831  0.24946696 0.8365313  0.8846919  0.14058468
 0.3726027  0.71194035 0.33357015 0.6846923  0.19134547 0.9791767
 0.49199483 0.15792273 0.31897464 0.8892969 ]",0.022222223
"[0.8294315  0.3568461  0.603403   0.4182921  0.49980697 0.18561067
 0.8836527  0.8795351  0.9729413  0.8815053  0.67578757 0.01540046
 0.66052866 0.38190314 0.05560907 0.1248073  0.3591328  0.7399049
 0.09312588 0.694696   0.44769228 0.06730475]",0.022222223
"[0.21033384 0.9358179  0.13841917 0.22369139 0.06697544 0.08243278
 0.38438198 0.1157463  0.17542467 0.88118345 0.62917084 0.9465135
 0.34204787 0.18275017 0.89195716 0.09615272 0.40694705 0.40019748
 0.47660705 0.3275487  0.43155575 0.73332185]",0.022222223
"[0.027869   0.57772774 0.27846357 0.29107872 0.32184136 0.20553358
 0.9401338  0.21287495 0.7074926  0.3721001  0.49732584 0.32317814
 0.33174348 0.6214371  0.5135044  0.9932286  0.7260993  0.06230016
 0.10827865 0.4936669  0.36558086 0.961753  ]",0.022222223
"[0.38369584 0.9677213  0.22364645 0.66295326 0.15254632 0.07236005
 0.3405237  0.06906423 0.02157601 0.0686814  0.3610789  0.7316776
 0.9608673  0.4868651  0.69063365 0.6316744  0.8238951  0.90733224
 0.34986702 0.50797236 0.208079   0.5193141 ]",0.022222223
"[0.26203677 0.09947192 0.59621155 0.05567568 0.7578248  0.3180894
 0.57053304 0.9021226  0.5788439  0.4057506  0.76952296 0.06333907
 0.15212926 0.2696752  0.14794599 0.739225   0.90457666 0.10240968
 0.53525656 0.38024363 0.75373083 0.3161305 ]",0.022222223
"[0.6526997  0.42481574 0.52612734 0.9954202  0.12772341 0.68820155
 0.5274471  0.13253129 0.45393735 0.64314383 0.41079366 0.42281303
 0.84642863 0.76627195 0.83313566 0.47611266 0.48691761 0.12001367
 0.27307463 0.08446862 0.71011484 0.8591005 ]",0.022222223
"[0.59496903 0.3060067  0.20583709 0.9334393  0.22520377 0.70467246
 0.8221077  0.7222782  0.7857225  0.6344442  0.8919298  0.07660507
 0.28990403 0.60642153 0.9799803  0.36008808 0.1870919  0.2739411
 0.24166873 0.05068361 0.84306955 0.18570349]",0.022222223
"[0.9772778  0.18096146 0.99798137 0.21958111 0.810576   0.89875877
 0.71918917 0.6835203  0.75155294 0.01509679 0.62122643 0.30692744
 0.57702416 0.6403504  0.30748257 0.8395292  0.4052635  0.4480916
 0.9342602  0.9405592  0.10418978 0.2084058 ]",0.022222223
"[0.45134336 0.6095278  0.43366158 0.9625287  0.8907698  0.77598906
 0.44049326 0.538916   0.5305585  0.59079105 0.19582376 0.98162526
 0.60767746 0.99815035 0.90973234 0.62939715 0.06825382 0.5057041
 0.24405983 0.7320311  0.5184993  0.9543481 ]",0.022222223
"[0.8773835  0.7967502  0.36852142 0.84968174 0.31209657 0.6756482
 0.7669552  0.52622914 0.73324287 0.09211168 0.02254343 0.18759723
 0.5975645  0.07335602 0.6622353  0.86265427 0.6219583  0.23733115
 0.03693152 0.767943   0.8178593  0.4178445 ]",0.022222223
"[0.6660542  0.28283158 0.6010902  0.9508969  0.62418365 0.79831976
 0.5857006  0.02977467 0.8120045  0.85265183 0.17174205 0.49872422
 0.47830516 0.4201772  0.5068573  0.82809    0.76922524 0.06876208
 0.05238314 0.9789958  0.50523317 0.07350979]",0.022222223
"[0.5568383  0.28099015 0.68021923 0.15273406 0.5337426  0.30110848
 0.668917   0.18164055 0.5701839  0.83509505 0.34121427 0.40029573
 0.32581857 0.81123114 0.3901781  0.28808886 0.2918672  0.50048965
 0.0380365  0.77342004 0.7541777  0.38744822]",0.022222223
"[0.17220496 0.52954966 0.46566695 0.5980535  0.8059489  0.5865987
 0.05293292 0.31258252 0.8768767  0.46052366 0.9636749  0.36877194
 0.1077038  0.51932037 0.16728161 0.75880665 0.5492519  0.2753958
 0.66506904 0.85436386 0.02061761 0.8633608 ]",0.022222223
