Points,Weights
"[0.5145254  0.5498831  0.36430952 0.57785213 0.19325142 0.34886834
 0.75279295 0.96350414 0.57195926 0.2376966  0.6003169  0.52147764
 0.8337136  0.4605269  0.82281727 0.9850445  0.22562812 0.5145657
 0.7060998  0.4551027  0.37167898 0.02969141 0.10290738]",0.021276595
"[0.03799377 0.02742294 0.04959764 0.17302698 0.03475043 0.06039084
 0.81514704 0.82360643 0.8810839  0.65699494 0.7171543  0.7579338
 0.27230495 0.85615534 0.4887696  0.93751985 0.6798419  0.93200636
 0.95784795 0.38858253 0.26839113 0.56091094 0.44041678]",0.021276595
"[0.6026093  0.79779    0.13231383 0.41091427 0.07743178 0.9758838
 0.14303322 0.6460582  0.28530967 0.68150693 0.54414874 0.52766407
 0.9395591  0.86353    0.13690975 0.01287588 0.56796813 0.7451248
 0.704956   0.97417986 0.686832   0.29806092 0.21077614]",0.021276595
"[0.9311743  0.9564334  0.31188893 0.22029059 0.5739907  0.15615423
 0.32098737 0.01209314 0.5957212  0.23710349 0.16069423 0.2002771
 0.3917065  0.6778721  0.58718866 0.9373269  0.25927615 0.30885518
 0.9963649  0.04222495 0.22052182 0.20109333 0.95947564]",0.021276595
"[0.77819955 0.39253905 0.3394898  0.6279709  0.31727704 0.5732062
 0.22666717 0.20652264 0.41819096 0.6969504  0.9401631  0.6798129
 0.2500889  0.70319706 0.82177675 0.7336726  0.27600184 0.43430546
 0.8436529  0.6650503  0.806046   0.21584259 0.73676   ]",0.021276595
"[0.39720917 0.5555198  0.3139439  0.32147518 0.72041506 0.8769954
 0.6954673  0.13063163 0.24497527 0.7820016  0.3470304  0.0823634
 0.7545307  0.03179511 0.53562075 0.50619346 0.5270748  0.35137275
 0.42010254 0.251034   0.08852094 0.6627378  0.914394  ]",0.021276595
"[0.11205971 0.07018106 0.27367666 0.94746375 0.89393544 0.0337769
 0.5684709  0.61977977 0.9769157  0.25033498 0.7133772  0.2880476
 0.02519276 0.4592571  0.25719666 0.53833956 0.35880056 0.05867019
 0.8957636  0.862356   0.8646813  0.5507436  0.04325218]",0.021276595
"[0.11116356 0.508841   0.48129866 0.07250839 0.69073516 0.1457938
 0.40320975 0.03058119 0.6001021  0.36054203 0.86761045 0.6590753
 0.11480398 0.88359517 0.05930858 0.7510437  0.1094516  0.83933455
 0.71963906 0.572654   0.29502437 0.9636372  0.9732742 ]",0.021276595
"[0.50611    0.39975348 0.5752789  0.8078566  0.9244879  0.9294696
 0.8455822  0.6106773  0.0882213  0.05861286 0.8597618  0.04048593
 0.58804905 0.81644934 0.05769695 0.12482338 0.01198929 0.8406543
 0.69480354 0.80612475 0.35322717 0.3619894  0.86820555]",0.021276595
"[0.24533574 0.26957202 0.8115301  0.92273146 0.22923101 0.04715133
 0.44090262 0.55155236 0.6101395  0.65443236 0.6086559  0.1944843
 0.57217777 0.6703853  0.6766924  0.1315553  0.48480442 0.39007235
 0.24925716 0.73439026 0.65499574 0.9387813  0.8649137 ]",0.021276595
